DienTich,Phongngu,PhongTam,GiayTo,Loai,HuongCuaChinh,TinhTrangNoiThat,DiaChi,Gia,SoTang,DacDiem
38 m²,3 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Dương Quảng Hàm, Phường Yên Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ",5 tỷ - 38 m2,5,
32 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Bắc,,"mậu lương, Phường Kiến Hưng, Quận Hà Đông, Hà NộiXem bản đồ","3,2 tỷ - 32 m2",4,
105 m²,3 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Bắc,,"quốc lộ 21B, Huyện Thanh Oai, Hà NộiXem bản đồ","2,2 tỷ - 105 m2",3,
45 m²,5 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Bắc,,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","5,65 tỷ - 45 m2",4,
44 m²,4 phòng,3 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",Đông,,"Ngã Tư Sở, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","6,5 tỷ - 44 m2",5,
43 m²,5 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà NộiXem bản đồ","4,1 tỷ - 43 m2",5,
94 m²,1 phòng,,,"Nhà mặt phố, mặt tiền",,,"Nguyên Hồng, Phường Ngã Tư Sở, Quận Đống Đa, Hà NộiXem bản đồ","34,8 tỷ - 94 m2",,
120 m²,nhiều hơn 10 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Phố Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà NộiXem bản đồ","15,678 tỷ - 120 m2",,Nở hậu
55 m²,6 phòng,4 phòng,Đã có sổ,Nhà phố liền kề,Tây Bắc,,"Phố Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà NộiXem bản đồ","8,6 tỷ - 55 m2",5,
30 m²,5 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",Bắc,,"Bùi Huy Bích, Phường Hoàng Liệt, Quận Hoàng Mai, Hà NộiXem bản đồ","5,9 tỷ - 30 m2",6,
36 m²,5 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà NộiXem bản đồ","4,258888555 tỷ - 36 m2",4,
40 m²,3 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Phố Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà NộiXem bản đồ","7,9 tỷ - 40 m2",,
35 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà NộiXem bản đồ",5 tỷ - 35 m2,,Nở hậu
45 m²,8 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"trương định, Phường Tương Mai, Quận Hoàng Mai, Hà NộiXem bản đồ","5,45 tỷ - 45 m2",5,
35 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà NộiXem bản đồ",5 tỷ - 35 m2,,Nở hậu
45 m²,8 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"trương định, Phường Tương Mai, Quận Hoàng Mai, Hà NộiXem bản đồ","5,45 tỷ - 45 m2",5,
35 m²,4 phòng,4 phòng,,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà NộiXem bản đồ","2,2 tỷ - 35 m2",5,
43 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Bắc,,"Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà NộiXem bản đồ","8,9 tỷ - 43 m2",4,
40 m²,nhiều hơn 10 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông,,"Khương trung, Phường Khương Trung, Quận Thanh Xuân, Hà NộiXem bản đồ","4,86 tỷ - 40 m2",4,
45 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà NộiXem bản đồ","6,6 tỷ - 45 m2",5,
68 m²,4 phòng,1 phòng,,"Nhà mặt phố, mặt tiền",,,"Đường Hà Huy Tập, Xã Yên Viên, Huyện Gia Lâm, Hà NộiXem bản đồ",5 tỷ - 68 m2,1,
90 m²,6 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Yên hoà, Phường Yên Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ","14,5 tỷ - 90 m2",,Nở hậu
31 m²,4 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Yên lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà NộiXem bản đồ","4,35 tỷ - 31 m2",5,
50 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,,"Thôn Độ Chàng, Xã Đại Thành, Huyện Quốc Oai, Hà NộiXem bản đồ","2,35 tỷ - 50 m2",3,
210 m²,6 phòng,5 phòng,,Nhà biệt thự,Tây,,"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà NộiXem bản đồ",26 tỷ - 210 m2,4,
55 m²,7 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà NộiXem bản đồ","8,9 tỷ - 55 m2",6,
20 m²,1 phòng,1 phòng,,"Nhà ngõ, hẻm",Đông Bắc,,"Ngõ 238 Đường Âu Cơ, Phường Quảng An, Quận Tây Hồ, Hà NộiXem bản đồ",750 triệu - 20 m2,2,
43 m²,3 phòng,3 phòng,,"Nhà ngõ, hẻm",,,"thanh lân, Phường Thanh Trì, Quận Hoàng Mai, Hà NộiXem bản đồ",3 tỷ - 43 m2,5,
47.5 m²,3 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Tư Đình, Phường Long Biên, Quận Long Biên, Hà NộiXem bản đồ","4,4 tỷ - 47.5 m2",,"Hẻm xe hơi,Nở hậu"
100 m²,1 phòng,1 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Nam,,"Ngõ 64, Xã Đa Tốn, Huyện Gia Lâm, Hà NộiXem bản đồ","3,6 tỷ - 100 m2",1,
38 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà NộiXem bản đồ","3,95 tỷ - 38 m2",5,
35 m²,2 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,,"Cổ Linh, Phường Long Biên, Quận Long Biên, Hà NộiXem bản đồ","3,55 tỷ - 35 m2",3,
33.7 m²,2 phòng,,,"Nhà ngõ, hẻm",,,"Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà NộiXem bản đồ","1,65 tỷ - 33.7 m2",,
30 m²,2 phòng,1 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"11 ngách 72 ngõ 71 Tân Ấp, Phố Tân Ấp, Phường Phúc Xá, Quận Ba Đình, Hà NộiXem bản đồ","3,02 tỷ - 30 m2",3,
30 m²,2 phòng,1 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"11 ngách 72 ngõ 71 Tân Ấp, Phố Tân Ấp, Phường Phúc Xá, Quận Ba Đình, Hà NộiXem bản đồ","3,02 tỷ - 30 m2",3,
30 m²,2 phòng,1 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"11 ngách 72 ngõ 71 Tân Ấp, Ngõ 71 Tân Ấp, Phường Phúc Xá, Quận Ba Đình, Hà NộiXem bản đồ","3,02 tỷ - 30 m2",3,
30 m²,2 phòng,,,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Lĩnh Nam, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà NộiXem bản đồ","1,8 tỷ - 30 m2",3,
40 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"đường tứ hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà NộiXem bản đồ","3,8 tỷ - 40 m2",5,
48 m²,6 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Phố Miêu Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà NộiXem bản đồ","4,15 tỷ - 48 m2",4,
30 m²,3 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Minh Khai, Phường Mai Động, Quận Hoàng Mai, Hà NộiXem bản đồ","2,8 tỷ - 30 m2",3,
48 m²,1 phòng,,,"Nhà ngõ, hẻm",,,"Phố Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà NộiXem bản đồ","3,5 tỷ - 48 m2",,"Hẻm xe hơi,Nở hậu"
25 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đê La Thành, Phường Giảng Võ, Quận Ba Đình, Hà NộiXem bản đồ","4,15 tỷ - 25 m2",4,
42 m²,4 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà NộiXem bản đồ","14,8 tỷ - 42 m2",5,
120 m²,4 phòng,4 phòng,Đã có sổ,Nhà phố liền kề,,Nhà trống,"Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà NộiXem bản đồ","23,5 tỷ - 120 m2",1,
56 m²,6 phòng,,,"Nhà ngõ, hẻm",,,"Vũ Lăng, Xã Ngũ Hiệp, Huyện Thanh Trì, Hà NộiXem bản đồ","3,4 tỷ - 56 m2",,Hẻm xe hơi
31 m²,3 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,,"Chính chủ cần bán nhà ngách 32 ngõ 32 đỗ đức dục, Gần nhà văn hoá 1 2 mễ tri hạ Gần ngõ 32 đỗ đức dục, Phường Mễ Trì, Quận Nam Từ Liêm, Hà NộiXem bản đồ","3,215 tỷ - 31 m2",3,
17 m²,2 phòng,1 phòng,Đã có sổ,,Đông Nam,,"Ngõ Văn Chương, Phường Văn Chương, Quận Đống Đa, Hà NộiXem bản đồ",990 triệu - 17 m2,2,
56 m²,3 phòng,,,"Nhà mặt phố, mặt tiền",,,"HOÀNG VĂN THÁI, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà NộiXem bản đồ",7 tỷ - 56 m2,4,
30 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Đường Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà NộiXem bản đồ",3 tỷ - 30 m2,,
60 m²,4 phòng,,,"Nhà mặt phố, mặt tiền",,,"Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà NộiXem bản đồ",7 tỷ - 60 m2,5,Nở hậu
40 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",Đông Bắc,Nhà trống,"Phố Xốm, Phường Phú Lãm, Quận Hà Đông, Hà NộiXem bản đồ","3,55 tỷ - 40 m2",,
27 m²,2 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",Tây Bắc,,"Ngõ 218 Ngõ Chợ Khâm Thiên, Phường Trung Phụng, Quận Đống Đa, Hà NộiXem bản đồ","3,6 tỷ - 27 m2",4,
41.1 m²,2 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"63, Lý Tự Trọng, Phường Kiến Hưng, Quận Hà Đông, Hà NộiXem bản đồ","6,5 tỷ - 41.1 m2",,
54 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Đại Tảo - Đại Thành - Quốc Oai - Hà Nội, Lê Trọng Tấn, Xã Đại Thành, Huyện Quốc Oai, Hà NộiXem bản đồ","2,85 tỷ - 54 m2",,
67 m²,4 phòng,,Đang chờ sổ,Nhà phố liền kề,,Nội thất cao cấp,"Phố Nguyễn Thanh Bình, Phường Vạn Phúc, Quận Hà Đông, Hà NộiXem bản đồ","10,5 tỷ - 67 m2",5,
38 m²,4 phòng,4 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà NộiXem bản đồ","6,35 tỷ - 38 m2",5,
200 m²,4 phòng,,Đã có sổ,Nhà biệt thự,,,"Thị Trấn Phùng, Thị trấn Phùng, Huyện Đan Phượng, Hà NộiXem bản đồ",8 tỷ - 200 m2,,
60 m²,2 phòng,,,Nhà phố liền kề,,,"Phố Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà NộiXem bản đồ","5,1 tỷ - 60 m2",,
80 m²,5 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Cù chính Lan, Phường Khương Mai, Quận Thanh Xuân, Hà NộiXem bản đồ",18 tỷ - 80 m2,,
20 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"An hòa, Phường Mộ Lao, Quận Hà Đông, Hà NộiXem bản đồ","2,65 tỷ - 20 m2",,
35 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà NộiXem bản đồ","2,8 tỷ - 35 m2",5,
36 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Ngõ 565 Đường Bát Khối, Phường Cự Khối, Quận Long Biên, Hà NộiXem bản đồ","2,65 tỷ - 36 m2",5,
41 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"bát khối, Phường Long Biên, Quận Long Biên, Hà NộiXem bản đồ","4,55 tỷ - 41 m2",4,
56 m²,4 phòng,4 phòng,,Nhà phố liền kề,,,"Đường Quang Trung, Phường La Khê, Quận Hà Đông, Hà NộiXem bản đồ","8,6 tỷ - 56 m2",,
68 m²,5 phòng,4 phòng,Đã có sổ,Nhà phố liền kề,,Nội thất đầy đủ,"Phố Văn Khê, Phường Phú La, Quận Hà Đông, Hà NộiXem bản đồ","11,45 tỷ - 68 m2",5,
560 m²,4 phòng,Nhiều hơn 6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"dịch vọng hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà NộiXem bản đồ",300 tỷ - 560 m2,11,
216 m²,6 phòng,Nhiều hơn 6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"BẠCH MAI, Phường Bạch Mai, Quận Hai Bà Trưng, Hà NộiXem bản đồ",90 tỷ - 216 m2,7,
112.5 m²,8 phòng,Nhiều hơn 6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"DƯƠNG ĐÌNH NGHỆ, Phường Yên Hoà, Quận Cầu Giấy, Hà NộiXem bản đồ",60 tỷ - 112.5 m2,8,
58 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà NộiXem bản đồ","5,4 tỷ - 58 m2",,
35 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Khương hạ, Phường Khương Đình, Quận Thanh Xuân, Hà NộiXem bản đồ","3,7 tỷ - 35 m2",,
44 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Cầu Diễn, Phường Minh Khai, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","3,5 tỷ - 44 m2",4,
64 m²,4 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Phố Hoàng Công, Phường Kiến Hưng, Quận Hà Đông, Hà NộiXem bản đồ","8,3 tỷ - 64 m2",,Hẻm xe hơi
34 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Hữu Hòa, Xã Hữu Hoà, Huyện Thanh Trì, Hà NộiXem bản đồ","2,35 tỷ - 34 m2",5,
40 m²,2 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Tả thanh Oai, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà NộiXem bản đồ","1,85 tỷ - 40 m2",3,
250 m²,9 phòng,5 phòng,Đã có sổ,Nhà biệt thự,Nam,,"Liên Xã, Xã Võng La, Huyện Đông Anh, Hà NộiXem bản đồ","11,5 tỷ - 250 m2",4,
38 m²,4 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,,"Yên Ngưu, Xã Tam Hiệp, Huyện Thanh Trì, Hà NộiXem bản đồ","2,65 tỷ - 38 m2",,
45 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà NộiXem bản đồ","4,1 tỷ - 45 m2",5,
36 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,,"Đường Hữu Hòa, Xã Hữu Hoà, Huyện Thanh Trì, Hà NộiXem bản đồ","2,29 tỷ - 36 m2",5,
45 m²,4 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà NộiXem bản đồ","6,3 tỷ - 45 m2",4,
30 m²,3 phòng,4 phòng,,"Nhà ngõ, hẻm",,,"Phúc Đồng, Phường Phúc Đồng, Quận Long Biên, Hà NộiXem bản đồ","3,05 tỷ - 30 m2",,Hẻm xe hơi
55 m²,5 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"Vũ Trọng Phụng, Phường Nhân Chính, Quận Thanh Xuân, Hà NộiXem bản đồ","5,08 tỷ - 55 m2",4,
62 m²,6 phòng,5 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","9,6 tỷ - 62 m2",6,
15 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"undefined, Phường Cát Linh, Quận Đống Đa, Hà NộiXem bản đồ","1,89 tỷ - 15 m2",6,
64 m²,5 phòng,5 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà NộiXem bản đồ","9,5 tỷ - 64 m2",6,
56 m²,4 phòng,6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",Tây Nam,,"Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà NộiXem bản đồ","15,8 tỷ - 56 m2",7,
16 m²,3 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà NộiXem bản đồ","1,579 tỷ - 16 m2",4,
39 m²,2 phòng,,,"Nhà ngõ, hẻm",,,"Lệnh Cư, Phường Quốc Tử Giám, Quận Đống Đa, Hà NộiXem bản đồ","4,3 tỷ - 39 m2",,
50 m²,1 phòng,,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà NộiXem bản đồ",4 tỷ - 50 m2,1,
35 m²,4 phòng,5 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Thái Thịnh, Phường Láng Hạ, Quận Đống Đa, Hà NộiXem bản đồ","7,29 tỷ - 35 m2",6,
38 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà NộiXem bản đồ","4,1 tỷ - 38 m2",,
41 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà NộiXem bản đồ","4,71 tỷ - 41 m2",,
42 m²,4 phòng,,,"Nhà ngõ, hẻm",,,"Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà NộiXem bản đồ","4,35 tỷ - 42 m2",,
40 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà NộiXem bản đồ","4,35 tỷ - 40 m2",,
33 m²,3 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"Ngõ 19, Vườn Gai, Xã Di Trạch, Huyện Hoài Đức, Hà NộiXem bản đồ","2,2 tỷ - 33 m2",3,
40 m²,3 phòng,,,"Nhà ngõ, hẻm",,,"Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà NộiXem bản đồ","4,35 tỷ - 40 m2",,
33 m²,3 phòng,2 phòng,Đã có sổ,"Nhà ngõ, hẻm",Đông Nam,,"Ngõ 19, Vườn Gai, Xã Di Trạch, Huyện Hoài Đức, Hà NộiXem bản đồ","2,2 tỷ - 33 m2",3,
34 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"ĐẠI LA, Phường Minh Khai, Quận Hai Bà Trưng, Hà NộiXem bản đồ","3,9 tỷ - 34 m2",5,
35 m²,4 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"lai xá, Xã Kim Chung, Huyện Hoài Đức, Hà NộiXem bản đồ","3,3 tỷ - 35 m2",5,
35 m²,3 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Liên Mạc, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà NộiXem bản đồ","2,35 tỷ - 35 m2",5,
55 m²,2 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nhà trống,"Ngõ 8 Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà NộiXem bản đồ","5,5 tỷ - 55 m2",,"Hẻm xe hơi,Nở hậu"
40 m²,4 phòng,3 phòng,,"Nhà ngõ, hẻm",,,"phú đô, Phường Phú Đô, Quận Nam Từ Liêm, Hà NộiXem bản đồ","4,35 tỷ - 40 m2",4,
135 m²,5 phòng,,Đã có sổ,Nhà biệt thự,,Nội thất đầy đủ,"undefined, Phường Văn Quán, Quận Hà Đông, Hà NộiXem bản đồ","15,7 tỷ - 135 m2",4,"Hẻm xe hơi,Nở hậu"
45 m²,3 phòng,3 phòng,,"Nhà mặt phố, mặt tiền",,Nhà trống,"Triều Khúc., Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà NộiXem bản đồ","7,999999999 tỷ - 45 m2",,"Hẻm xe hơi,Nở hậu"
60 m²,5 phòng,5 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"undefined, Phường Văn Quán, Quận Hà Đông, Hà NộiXem bản đồ","12,8 tỷ - 60 m2",,
95 m²,5 phòng,5 phòng,Đã có sổ,Nhà phố liền kề,,Nội thất cao cấp,"Phố Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà NộiXem bản đồ","14,6 tỷ - 95 m2",,
60 m²,5 phòng,,Đã có sổ,Nhà phố liền kề,,Nội thất cao cấp,"KĐT Cầu Bươu, Xã Tân Triều, Huyện Thanh Trì, Hà NộiXem bản đồ",8 tỷ - 60 m2,5,
48 m²,6 phòng,5 phòng,,Nhà phố liền kề,,Nội thất cao cấp,"Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà NộiXem bản đồ","8,2 tỷ - 48 m2",,"Hẻm xe hơi,Nở hậu"
52 m²,5 phòng,5 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Vũ Trọng Khánh, Phường Mộ Lao, Quận Hà Đông, Hà NộiXem bản đồ","7,3 tỷ - 52 m2",4,
48 m²,2 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nhà trống,"Đường 18M, Phường Mộ Lao, Quận Hà Đông, Hà NộiXem bản đồ","7,15 tỷ - 48 m2",,"Hẻm xe hơi,Nở hậu"
66 m²,6 phòng,6 phòng,Đã có sổ,"Nhà mặt phố, mặt tiền",,,"Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà NộiXem bản đồ","6,5 tỷ - 66 m2",6,
55 m²,6 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Phố Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà NộiXem bản đồ",26 tỷ - 55 m2,6,
50 m²,5 phòng,,,"Nhà mặt phố, mặt tiền",,Nội thất cao cấp,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà NộiXem bản đồ","8,888 tỷ - 50 m2",5,"Hẻm xe hơi,Nở hậu"
46 m²,5 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Phố Đại An, Phường Văn Quán, Quận Hà Đông, Hà NộiXem bản đồ","8,2 tỷ - 46 m2",,
32 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"vĩnh hưng - đại đồng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà NộiXem bản đồ","3,05 tỷ - 32 m2",4,
46 m²,5 phòng,,Đã có sổ,"Nhà mặt phố, mặt tiền",,Nội thất đầy đủ,"Phố Đại An, Phường Văn Quán, Quận Hà Đông, Hà NộiXem bản đồ","8,2 tỷ - 46 m2",,
32 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"vĩnh hưng - đại đồng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà NộiXem bản đồ","3,05 tỷ - 32 m2",4,
37 m²,6 phòng,6 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà NộiXem bản đồ","7,8 tỷ - 37 m2",7,
50 m²,4 phòng,4 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất đầy đủ,"Phố Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà NộiXem bản đồ","5,9 tỷ - 50 m2",5,
80 m²,3 phòng,3 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nội thất cao cấp,"An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà NộiXem bản đồ",9 tỷ - 80 m2,5,
50 m²,6 phòng,Nhiều hơn 6 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Phố Minh Khai, Phường Thanh Lương, Quận Hai Bà Trưng, Hà NộiXem bản đồ","5,35 tỷ - 50 m2",5,
41 m²,5 phòng,5 phòng,Đã có sổ,"Nhà ngõ, hẻm",,Nhà trống,"Ngõ Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà NộiXem bản đồ","4,65 tỷ - 41 m2",6,
